web-scraper-order,web-scraper-start-url,titoli,link,link-href,descr,autor,date,skill
"1611343845-3406","https://www.udemy.com/courses/it-and-software/?lang=it&p=6&sort=newest","","Da Zero a Programmatore in PythonImparare a programmare in modo divertente e professionale!Sos GigaValutazione: 4,5 su 54,5(8)8,5 ore totali87 lezioniPrincipiantePrezzo attuale129,99 €","https://www.udemy.com/course/da-zero-a-programmatore-in-python/","","","Ultimo aggiornamento 6/2020","Cosa impareraiimparare a scrivere un programma in python sia in modo procedurale che ad oggettiapprendere le nozioni di base della programmazione e delle strutture dati che saranno fondamentali anche per riuscire a lavorare con programmi e framework sviluppati in python."
"1611344474-3656","https://www.udemy.com/courses/it-and-software/?lang=it&p=2&sort=newest","","SAP Business OneSAP Business One o SAP B1 é la soluzione SAP pensata per le piccole e medie imprese.Grazia Masulli2,5 ore totali16 lezioniTutti i livelliPrezzo attuale149,99 €Nuovo","https://www.udemy.com/course/sap-business-one-b1/","","Grazia Masulli","Ultimo aggiornamento 11/2020",""
"1611344104-3516","https://www.udemy.com/courses/it-and-software/?lang=it&p=4&sort=newest","","Corso essenziale sul sistema binario e la logica booleana2 corsi in 1.  Concetti fondamentali per comprendere il sistema binario, le conversioni di numeri e la logica booleanaPatrizio Riccardi eLearningValutazione: 5,0 su 55,0(3)1,5 ore totali66 lezioniPrincipiantePrezzo attuale19,99 €","https://www.udemy.com/course/corso-essenziale-sul-sistema-binario-e-la-logica-booleana/","","Patrizio Riccardi eLearning","Ultimo aggiornamento 8/2020",""
"1611344242-3576","https://www.udemy.com/courses/it-and-software/?lang=it&p=3&sort=newest","","Componenti Elettronici e Circuiti [PARTE 1]Fondamenti di ElettronicaMirko GarbarinoValutazione: 4,8 su 54,8(3)2 ore totali10 lezioniPrincipiantePrezzo attuale19,99 €","https://www.udemy.com/course/componenti-elettronici-e-circuiti-parte-1/","Descrizione----------------------------------------------------------------------------------------------------------------------------------Il corso ha come scopo la capacità di comprendere il funzionamento dei componenti elettronici ed il loro utilizzo per la realizzazione di circuiti elettronici.Per ottenere questo obbiettivo è necessario dapprima esplorare i componenti elettronici che costituiscono i circuiti e successivamente comprendere come sia possibile interconnetterli tra loro per realizzarli.Numerosi esercizi chiariranno le tecniche di analisi e progetto dei circuiti.----------------------------------------------------------------------------------------------------------------------------------Nella PARTE 1 del corso ci concentreremo sulle grandezze fondamentali e le leggi che caratterizzano ogni componente e circuito elettronico.Descriveremo poi i componenti più basilari: generatori e resistori, i quali ci permetteranno di realizzare i primi semplici circuiti resistivi.A chi è rivolto questo corso:Studenti che si approcciano all'elettronica per la prima volta.Studenti interessati a capire come funzionino i componenti elettronici di base e come sia possibile interconnetterli per realizzare circuiti elettronici.Mostra di piùMostra meno","","Ultimo aggiornamento 12/2020",""
"1611342831-2985","https://www.udemy.com/courses/it-and-software/?lang=it&p=12&sort=newest","","Installare, Configurare e Gestire VMware vSphereImpara ad installare, gestire e configurare vSphere 6.5Christian BontempiValutazione: 4,7 su 54,7(16)8 ore totali85 lezioniTutti i livelliPrezzo attuale199,99 €","https://www.udemy.com/course/installare-configurare-e-gestire-vmware-vsphere/","DescrizioneQuesto corso è stato creato da un Consulente e Trainer che lavora nel settore ICT da oltre 20 anni.Le procedure quindi che troverai sono il frutto di anni di esperienza sul campo presso clienti medio-grandi.
Il corso è valido anche per le versioni 6.0 e 6.7.Il corso è valido anche per la versione 7.0 in quanto le procedure nella versione 7 sono identiche. Cambia solo l'interfaccia che da Flash è passata completamente su HTML5
Guarda le anteprime disponibili.A chi è rivolto questo corso:Amministratori di sistemaConsulenti ICTSistemistiTecnici informatici che vogliono comprendere il funzionamento di VMware vSphereChiunque sia interessato alla Crescita Continua e all'Acquisizione Costante di Nuove InformazioniMostra di piùMostra meno","","Ultimo aggiornamento 8/2018",""
"1611344537-3686","https://www.udemy.com/courses/it-and-software/?lang=it&p=1&sort=newest","","SQL Server per principianti (6 ore di lezione)Imparate a scrivere le vostre prime query in TSQL, con 30 esercizi pratici in SQL Server 2019 !Olivier Thuillier Amministrazione, TSQL e prestazioni del server SQL.Valutazione: 4,5 su 54,5(3)5,5 ore totali102 lezioniPrincipiantePrezzo attuale74,99 €Nuovo","https://www.udemy.com/course/sql-server-2019-sql-per-i-principianti-con-30-esercizi/","Descrizione⚡⚡  Se volete beneficiare di questo corso al prezzo di 10 euro, inviatemi una mail a olivtone@yahoo.fr, vi invierò il coupon di sconto entro il giorno. ⚡⚡ ⭐️ Il corso è in inglese ma i sottotitoli sono in italiano.   ⭐️✔ Non sapete assolutamente nulla di SQL Server e volete iniziare con questa tecnologia?✔ Volete imparare a scrivere le vostre primissime domande in Transact SQL? ✔ Allora questo corso è per voi!✏ In questo corso tratteremo questi diversi capitoli: Installare SQL Server e studio di gestione sulla tua postazione di lavoro.La creazione e la definizione di un databaseLa creazione e la definizione di una tabellaSelezionare, aggiornare, cancellare e inserire dati (SELECT,INSERT,UPDATE,DELETE) Scopri gli pseudonimi della rubrica e affronta la specificità e i segreti di LIKE.Conosci l'utilità del TOP ?Impara a rimuovere i duplicati con il DISTINCT e scopri gli operatori di confronto = != e così viaCopiare una tabella con il tasto SELECT INTO.Parliamo degli operatori IN, NOT IN, IS and IS NOT, e ordina i tuoi dati con ORDER BY.Scoprite le funzioni aggregate con MIN MAX e AVG e i due operatori AND,OR.Scopriamo le specificità di COUNT e SUM e come SELECT una serie di dati con il BETWEENRaggruppa diversi risultati con il GROUP BY e scopriamo le specificità dell' HAVING e della PRINT.L'unione con INNER JOIN,LEFT/RIGHT JOIN FULL OUTER JOIN e così viaAndiamo anche oltre con Transact SQL con le funzioni CHOOSE, IIF, CASE WHEN, SUBSTRING, OFFSET FETCH NEXT ROWS.Avete sentito parlare della funzione CHOOSE, TRIM/LTRIM/RTIM o COALLESCE?Scopriamo le specificità di UNION e UNION ALL, e la funzione LEFT e RIGHT.La creazione e la definizione di una vista.La creazione e la definizione di una Stored Procedure.La creazione e la definizione di un trigger.La creazione e la definizione di una funzione.
✏ Questo corso è di 3 ore di demo e 30 minuti di teoria. La teoria è in classe, non in questo corso :)✏ Questo corso comprende più di 30 domande ! ✏ Perché dovrei usare la tecnologia SQL?✅ L'SQL è una delle competenze più richieste sul mercato del lavoro.✅ Amministrare un server SQL e interrogare in TSQL oggi è un lavoro a tempo pieno.✅ Inoltre, SQL Server, grazie alla sua semplicità, consente di diventare rapidamente competente in materie molto specifiche. ✅ Una volta terminato questo corso, credetemi, vi sentirete molto più a vostro agio con il linguaggio SQL.✅ Ho anche fatto in modo che i video non superino i 10 minuti, quindi non sarà troppo soporifero :)A chi è rivolto questo corso:Principianti che non sanno nulla di SQL Server e che vogliono iniziare.Futuri amministratori di database (DBA)Sviluppatori che vogliono conoscere TSQLConsulenti di BI che lavorano su tecnologie diverse da SQL Server (Oracle ecc...)Mostra di piùMostra meno","","Ultimo aggiornamento 1/2021",""
"1611342631-2907","https://www.udemy.com/courses/it-and-software/?lang=it&p=13&sort=newest","Ethical Hacker 2","","","","","null",""
"1611342819-2983","https://www.udemy.com/courses/it-and-software/?lang=it&p=12&sort=newest","","IT Security - ECDL / ICDLVideo corso di Franco Iacovelli per la preparazione all'esame IT Security secondo il Syllabus 2.0Franco IacovelliValutazione: 4,6 su 54,6(46)3 ore totali35 lezioniTutti i livelliPrezzo attuale34,99 €","https://www.udemy.com/course/ecdl-it-security-video-corso/","","","Ultimo aggiornamento 9/2018","Cosa impareraiConcetti di sicurezzaMalwareSicurezza in reteControllo di accessoUso sicuro del webComunicazioneGestione sicura dei dati"
"1611343289-3186","https://www.udemy.com/courses/it-and-software/?lang=it&p=9&sort=newest","","Impara ad utilizzare Bootstrap 4 per sviluppare un sito webUna descrizione completa del framework HTML più usato al mondo.Manuel PiciValutazione: 4,4 su 54,4(49)2,5 ore totali17 lezioniPrincipiantePrezzo attuale19,99 €","https://www.udemy.com/course/impara-ad-utilizzare-bootstrap-4-per-sviluppare-un-sito-web/","DescrizioneAttualmente Bootstrap 4 è il framework html, javascript e css più usato. Troviamo applicazioni in diversi ambiti, da semplici siti web, alle “landing page” ai CMS più evoluti.Questo corso è perfetto per imparare come utilizzare al meglio questo potente strumento fondamentale per capire al meglio come bootstrap 4 è strutturato.Alla fine del corso sarà chiaro come realizzare una pagina web sfruttando al massimo le potenzialità di Bootstrap.A chi è rivolto questo corso:Chiunque desideri imparare ad utilizzare Bootstrap per realizzare velocemente pagine web, landing page, sitiTutti colori hanno bisogno di un framework html e javascript per completare l'interfaccia delle proprie applicazioni client server webMostra di piùMostra meno","","Ultimo aggiornamento 10/2019",""
"1611343525-3276","https://www.udemy.com/courses/it-and-software/?lang=it&p=8&sort=newest","","Il regolamento Europeo sul Trattamento dei dati - PrivacyCome affrontare le prescrizioni del GDPR - Video Sorveglianza - Rilascio attestazione partecipazione per Garante PrivacyDavide BariselliValutazione: 4,2 su 54,2(7)2,5 ore totali7 lezioniPrincipiantePrezzo attuale39,99 €","https://www.udemy.com/course/il-regolamento-europeo-sul-trattamento-dei-dati-privacy/","","Davide Bariselli","Pubblicato 3/2020",""
"1611343297-3190","https://www.udemy.com/courses/it-and-software/?lang=it&p=9&sort=newest","","Linux: Teoria e PraticaCorso completo: da zero ad utente avanzato!Enrico GirardiValutazione: 4,5 su 54,5(22)7,5 ore totali171 lezioniIntermedioPrezzo attuale119,99 €","https://www.udemy.com/course/linux-teoria-e-pratica/","","Enrico Girardi","Ultimo aggiornamento 2/2020",""
"1611344045-3499","https://www.udemy.com/courses/it-and-software/?lang=it&p=4&sort=newest","","Corso base sul sistema binario e sulle conversioni di numeriCorso teorico-pratico sulle conversioni da decimale a binario e viceversaPatrizio Riccardi eLearningValutazione: 4,0 su 54,0(1)1 ora totale35 lezioniPrincipiantePrezzo attuale19,99 €","https://www.udemy.com/course/il-sistema-binario/","","","Ultimo aggiornamento 10/2020","Cosa impareraiChe cos' è il sistema binarioPerchè è un sistema a base 2Teoria: conversioni numeri da sistema binario a decimaleTeoria: conversioni numeri da sistema decimale a binarioPratica: conversioni numeri da sistema binario a decimalePratica: conversioni numeri da sistema decimale a binario"
"1611343372-3229","https://www.udemy.com/courses/it-and-software/?lang=it&p=8&sort=newest","SideFX Houdini - effetto nevicata","","","","","null",""
"1611342596-2889","https://www.udemy.com/courses/it-and-software/?lang=it&p=14&sort=newest","","FIRMA DIGITALE: APPRENDERE UNA COMPETENZA PER IL TUO FUTUROCorso completo per l’uso professionale della crittografia, della firma digitale, della PEC, della conservazione digitaleGianluca Dalla RivaValutazione: 4,5 su 54,5(54)17 ore totali235 lezioniTutti i livelliPrezzo attuale199,99 €","https://www.udemy.com/course/firma-digitale-pec-conservazione-crittografia/","","Gianluca Dalla Riva","Ultimo aggiornamento 6/2018",""
"1611344242-3578","https://www.udemy.com/courses/it-and-software/?lang=it&p=3&sort=newest","","Componenti Elettronici e Circuiti [PARTE 1]Fondamenti di ElettronicaMirko GarbarinoValutazione: 4,8 su 54,8(3)2 ore totali10 lezioniPrincipiantePrezzo attuale19,99 €","https://www.udemy.com/course/componenti-elettronici-e-circuiti-parte-1/","","","Ultimo aggiornamento 12/2020","Cosa impareraiFondamenti e concetti basilari dell' elettronica.Primi componenti: generatori di tensione e corrente, resistori e potenziometri.Strumenti basilari per l'analisi di circuiti elettronici: Leggi di Kirchhoff.Analisi di reti resistive."
"1611343289-3187","https://www.udemy.com/courses/it-and-software/?lang=it&p=9&sort=newest","","Impara ad utilizzare Bootstrap 4 per sviluppare un sito webUna descrizione completa del framework HTML più usato al mondo.Manuel PiciValutazione: 4,4 su 54,4(49)2,5 ore totali17 lezioniPrincipiantePrezzo attuale19,99 €","https://www.udemy.com/course/impara-ad-utilizzare-bootstrap-4-per-sviluppare-un-sito-web/","","Manuel Pici","Ultimo aggiornamento 10/2019",""
"1611344083-3509","https://www.udemy.com/courses/it-and-software/?lang=it&p=4&sort=newest","","Corso base per imparare la logica booleanaImpara la logica booleana per capire meglio il mondo dell' informatica e come ragionano i computerPatrizio Riccardi eLearningValutazione: 4,0 su 54,0(1)1 ora totale33 lezioniPrincipiantePrezzo attuale19,99 €","https://www.udemy.com/course/corso-base-per-imparare-la-logica-booleana-dell-informatica/","DescrizioneCiao!Benvenuto in questo corso essenziale per imparare la logica booleana, uno dei pilastri su cui poggia l' informatica.In questo corso utilizzeremo il sistema di riferimento logico per capire che cos' è la logica booleana, introducendo prima la logica degli insiemi con cui presenta varie analogie, e studieremo tutti gli elementi che la compongono.Ci soffermeremo in particolare sulle funzioni AND, OR e NOT approfondendone le caratteristiche e le tabelle di verità, arricchendo il tutto con esempi pratici. Infine vedremo quali sono i 3 principi della logica booleana, ossia i 3 pilastri su cui poggiano le 7 proprietà fondamentali che verranno approfondite.Mettiti comodo e..Ci vediamo dall' altra parte!A chi è rivolto questo corso:appassionati e studenti di informaticaappassionati e studenti di matematicachiunque voglia imparare la logica booleanaMostra di piùMostra meno","","Ultimo aggiornamento 8/2020",""
"1611343447-3251","https://www.udemy.com/courses/it-and-software/?lang=it&p=8&sort=newest","","Impara a Programmare un Termostato HVAC in KNXCompleta le tue conoscenze sullo Standard KNX entrando nel modo della Termoregolazione gestita dal KNXDavide GrandeppienoValutazione: 4,8 su 54,8(2)3,5 ore totali13 lezioniTutti i livelliPrezzo attuale169,99 €","https://www.udemy.com/course/impara-a-programmare-un-termostato-hvac-in-knx/","DescrizioneIn questo corso imparerai a programmare un Termostato KNX,  partendo dalle basi della termoregolazione fino all'analisi del termine HVAC, passando per il Data-Point 20102 .L’obbiettivo finale è quello di renderti in grado di parametrizzare il termostato Kristal di Blumotix.In particolare imparerai ad utilizzare alcune importanti funzioni del dispositivo, come, ad esempio, la gestione dell'umidità e della temperatura di rugiada .Questo corso, inoltre, ti fornirà tutte le informazioni utili e necessarie per programmare anche altri modelli di termostato che utilizzano lo Standard KNX.Se vorrai mettere in pratica tutto ciò che ti mostrerò in questo Corso, dovrai munirti di un PC Windows con almeno Windows 7, 4 Giga di RAM installata ed un buon processore, poiché il Software ETS5 è piuttosto pesante.All’interno del corso troverai il link per acquistarlo, in modo da farti provare a casa tua lo stesso progetto, rendendo l’apprendimento più esaustivo.Sono inoltre comprese le guide in PDF per vari approfondimenti a corredo dei video.
N.B: questo corso online non concorre e non sostituisce i corsi certificati dell’associazione KNX.A chi è rivolto questo corso:ElettricistiSystem IntegratorInstallatoriArchitettiProgettistiSviluppatoriImprenditoriInsegnantiStudentiPeritiMostra di piùMostra meno","","Ultimo aggiornamento 3/2020",""
